"month","year","treatment","species","wgt","period","energy","decade"
2,1980,"control","DM",23,31,59.7596635079572,1980
2,1980,"control","DM",24,31,61.6979448064802,1980
2,1980,"control","RM",8,31,27.0663539374619,1980
2,1980,"control","DM",42,31,93.8748452722046,1980
2,1980,"control","DS",71,31,139.17333295091,1980
2,1980,"control","DM",46,31,100.503373641219,1980
2,1980,"control","DM",42,31,93.8748452722046,1980
2,1980,"exclosure","PF",7,31,24.4870121320489,1980
2,1980,"exclosure","RM",9,31,29.5661072852007,1980
2,1980,"exclosure","RM",8,31,27.0663539374619,1980
2,1980,"control","DM",47,31,102.137602618615,1980
2,1980,"control","DS",128,31,216.530831499695,1980
2,1980,"control","DO",52,31,110.18304597148,1980
2,1980,"control","DO",44,31,97.2079476020466,1980
2,1980,"exclosure","RM",10,31,31.9972214033309,1980
2,1980,"exclosure","PE",21,31,55.8183169587426,1980
2,1980,"control","RM",12,31,36.6858174724557,1980
2,1980,"exclosure","RM",8,31,27.0663539374619,1980
2,1980,"exclosure","PF",9,31,29.5661072852007,1980
2,1980,"control","DS",142,31,234.060713554663,1980
2,1980,"removal","PE",19,31,51.7818386467049,1980
2,1980,"spectabs","DS",136,31,226.603413493298,1980
2,1980,"spectabs","DS",87,31,162.088314370844,1980
2,1980,"spectabs","DM",46,31,100.503373641219,1980
2,1980,"spectabs","DM",51,31,108.590016337657,1980
3,1980,"control","PF",7,32,24.4870121320489,1980
3,1980,"control","DS",117,32,202.41918070181,1980
3,1980,"control","DM",59,32,121.129876694425,1980
3,1980,"control","DM",44,32,97.2079476020466,1980
3,1980,"exclosure","RM",10,32,31.9972214033309,1980
3,1980,"exclosure","RM",10,32,31.9972214033309,1980
3,1980,"exclosure","PF",8,32,27.0663539374619,1980
3,1980,"exclosure","PF",8,32,27.0663539374619,1980
3,1980,"control","DM",51,32,108.590016337657,1980
3,1980,"control","DM",44,32,97.2079476020466,1980
3,1980,"control","DM",49,32,105.380274719703,1980
3,1980,"control","DS",131,32,220.325994010241,1980
3,1980,"control","PF",5,32,19.0256616765792,1980
3,1980,"control","DS",133,32,222.844026566197,1980
3,1980,"control","DS",81,32,153.63,1980
3,1980,"control","DS",82,32,155.05031599842,1980
3,1980,"control","DS",78,32,149.342431655497,1980
3,1980,"spectabs","DM",49,32,105.380274719703,1980
3,1980,"spectabs","DM",51,32,108.590016337657,1980
3,1980,"control","DS",138,32,229.098149462921,1980
3,1980,"control","DM",44,32,97.2079476020466,1980
3,1980,"control","DS",134,32,224.099488446291,1980
3,1980,"control","DM",47,32,102.137602618615,1980
3,1980,"control","DS",61,32,124.196581661733,1980
3,1980,"control","DS",91,32,167.646044363968,1980
3,1980,"control","DS",92,32,169.025853231611,1980
3,1980,"control","DS",113,32,197.206442630021,1980
3,1980,"control","DM",45,32,98.8602380143538,1980
3,1980,"control","DS",134,32,224.099488446291,1980
3,1980,"control","DM",51,32,108.590016337657,1980
3,1980,"control","RM",9,32,29.5661072852007,1980
3,1980,"control","DM",45,32,98.8602380143538,1980
3,1980,"control","DM",53,32,111.768434661472,1980
3,1980,"control","DM",50,32,106.989157998308,1980
3,1980,"control","DM",42,32,93.8748452722046,1980
3,1980,"control","DS",90,32,166.262439514798,1980
3,1980,"control","PF",7,32,24.4870121320489,1980
3,1980,"control","DM",45,32,98.8602380143538,1980
3,1980,"control","DM",54,32,113.346362215707,1980
3,1980,"control","DS",97,32,175.869717951792,1980
3,1980,"control","DM",44,32,97.2079476020466,1980
3,1980,"exclosure","PF",11,32,34.3681994673169,1980
3,1980,"exclosure","DM",45,32,98.8602380143538,1980
3,1980,"exclosure","RM",7,32,24.4870121320489,1980
3,1980,"control","DM",48,32,103.763161232581,1980
3,1980,"control","DS",160,32,255.977771226647,1980
3,1980,"control","DO",51,32,108.590016337657,1980
3,1980,"control","DM",47,32,102.137602618615,1980
3,1980,"control","DS",184,32,284.266468135325,1980
3,1980,"exclosure","RM",13,32,38.9555894891111,1980
3,1980,"exclosure","RM",12,32,36.6858174724557,1980
3,1980,"exclosure","RM",9,32,29.5661072852007,1980
3,1980,"exclosure","PE",21,32,55.8183169587426,1980
3,1980,"control","DS",165,32,261.954114666805,1980
3,1980,"control","DS",113,32,197.206442630021,1980
3,1980,"control","DS",65,32,130.255863977422,1980
3,1980,"exclosure","RM",5,32,19.0256616765792,1980
3,1980,"exclosure","RM",5,32,19.0256616765792,1980
3,1980,"control","DS",144,32,236.528858281606,1980
3,1980,"removal","PE",21,32,55.8183169587426,1980
3,1980,"spectabs","DM",49,32,105.380274719703,1980
3,1980,"spectabs","DS",80,32,152.205293412634,1980
3,1980,"spectabs","DS",127,32,215.260853108505,1980
3,1980,"spectabs","DM",50,32,106.989157998308,1980
4,1980,"control","DM",19,33,51.7818386467049,1980
4,1980,"control","PF",7,33,24.4870121320489,1980
4,1980,"control","DS",145,33,237.759713124729,1980
4,1980,"control","PP",12,33,36.6858174724557,1980
4,1980,"control","DS",122,33,208.872920612232,1980
4,1980,"control","DM",51,33,108.590016337657,1980
4,1980,"control","PF",8,33,27.0663539374619,1980
4,1980,"control","PF",6,33,21.8135175789677,1980
4,1980,"control","DM",53,33,111.768434661472,1980
4,1980,"control","DM",48,33,103.763161232581,1980
4,1980,"control","DM",43,33,95.5462415403459,1980
4,1980,"exclosure","RM",10,33,31.9972214033309,1980
4,1980,"exclosure","PF",8,33,27.0663539374619,1980
4,1980,"exclosure","RM",12,33,36.6858174724557,1980
4,1980,"control","DM",49,33,105.380274719703,1980
4,1980,"control","PF",7,33,24.4870121320489,1980
4,1980,"control","DS",131,33,220.325994010241,1980
4,1980,"control","DS",102,33,182.625910941356,1980
4,1980,"control","DS",92,33,169.025853231611,1980
4,1980,"control","DS",160,33,255.977771226647,1980
4,1980,"spectabs","PF",8,33,27.0663539374619,1980
4,1980,"spectabs","DM",20,33,53.8126975522807,1980
4,1980,"spectabs","DM",43,33,95.5462415403459,1980
4,1980,"control","DS",141,33,232.823385949575,1980
4,1980,"control","PF",8,33,27.0663539374619,1980
4,1980,"control","DS",135,33,225.352610205948,1980
4,1980,"control","DO",30,33,72.9378919918372,1980
4,1980,"control","PF",8,33,27.0663539374619,1980
4,1980,"control","DS",114,33,198.513892371031,1980
4,1980,"control","DS",143,33,235.295864662335,1980
4,1980,"control","DS",108,33,190.625099338474,1980
4,1980,"control","DM",48,33,103.763161232581,1980
4,1980,"control","DS",104,33,185.305056758305,1980
4,1980,"removal","RM",12,33,36.6858174724557,1980
4,1980,"control","DS",130,33,219.06337816878,1980
4,1980,"control","DS",92,33,169.025853231611,1980
4,1980,"control","DS",132,33,221.586202550956,1980
4,1980,"control","DM",43,33,95.5462415403459,1980
4,1980,"control","DM",49,33,105.380274719703,1980
4,1980,"control","DM",43,33,95.5462415403459,1980
4,1980,"control","DM",55,33,114.91700096632,1980
4,1980,"control","DM",43,33,95.5462415403459,1980
4,1980,"control","DM",44,33,97.2079476020466,1980
4,1980,"control","DS",88,33,163.483629345464,1980
4,1980,"control","DS",104,33,185.305056758305,1980
4,1980,"control","DM",46,33,100.503373641219,1980
4,1980,"control","DM",51,33,108.590016337657,1980
4,1980,"control","DS",115,33,199.818477997998,1980
4,1980,"control","DM",45,33,98.8602380143538,1980
4,1980,"exclosure","PF",8,33,27.0663539374619,1980
4,1980,"exclosure","PF",7,33,24.4870121320489,1980
4,1980,"exclosure","PF",8,33,27.0663539374619,1980
4,1980,"removal","DM",48,33,103.763161232581,1980
4,1980,"control","DM",23,33,59.7596635079572,1980
4,1980,"control","DO",49,33,105.380274719703,1980
4,1980,"control","DS",74,33,143.560861615533,1980
4,1980,"control","DS",146,33,238.988447613837,1980
4,1980,"control","DS",135,33,225.352610205948,1980
4,1980,"exclosure","RM",10,33,31.9972214033309,1980
4,1980,"exclosure","RM",9,33,29.5661072852007,1980
4,1980,"control","DS",155,33,249.954546123968,1980
4,1980,"control","DS",125,33,212.713364128719,1980
4,1980,"control","DS",95,33,173.143012844186,1980
4,1980,"control","DS",140,33,231.583862534442,1980
4,1980,"spectabs","PE",21,33,55.8183169587426,1980
4,1980,"spectabs","DM",50,33,106.989157998308,1980
4,1980,"spectabs","DM",43,33,95.5462415403459,1980
4,1980,"spectabs","DS",160,33,255.977771226647,1980
4,1980,"spectabs","RM",9,33,29.5661072852007,1980
5,1980,"control","DM",44,34,97.2079476020466,1980
5,1980,"control","DS",148,34,241.439627806472,1980
5,1980,"control","PP",17,34,47.6374995226924,1980
5,1980,"control","DS",102,34,182.625910941356,1980
5,1980,"control","PP",19,34,51.7818386467049,1980
5,1980,"control","DM",43,34,95.5462415403459,1980
5,1980,"control","DM",56,34,116.480516210362,1980
5,1980,"exclosure","PF",7,34,24.4870121320489,1980
5,1980,"control","DM",49,34,105.380274719703,1980
5,1980,"control","DS",104,34,185.305056758305,1980
5,1980,"control","DS",133,34,222.844026566197,1980
5,1980,"control","DS",86,34,160.688984004485,1980
5,1980,"control","DS",105,34,186.639791531301,1980
5,1980,"control","DS",123,34,210.155664294767,1980
5,1980,"spectabs","DM",45,34,98.8602380143538,1980
5,1980,"spectabs","DM",30,34,72.9378919918372,1980
5,1980,"spectabs","DS",79,34,150.776127522502,1980
5,1980,"spectabs","DM",50,34,106.989157998308,1980
5,1980,"control","DS",138,34,229.098149462921,1980
5,1980,"control","DS",134,34,224.099488446291,1980
5,1980,"control","DO",43,34,95.5462415403459,1980
5,1980,"control","DS",127,34,215.260853108505,1980
5,1980,"control","DS",144,34,236.528858281606,1980
5,1980,"control","DS",72,34,140.640900585978,1980
5,1980,"control","DS",113,34,197.206442630021,1980
5,1980,"control","DS",73,34,142.103381152915,1980
5,1980,"control","DS",138,34,229.098149462921,1980
5,1980,"control","DS",105,34,186.639791531301,1980
5,1980,"control","DS",45,34,98.8602380143538,1980
5,1980,"control","PF",8,34,27.0663539374619,1980
5,1980,"control","DM",43,34,95.5462415403459,1980
5,1980,"control","DS",133,34,222.844026566197,1980
5,1980,"control","DM",40,34,90.5018089336904,1980
5,1980,"control","DM",53,34,111.768434661472,1980
5,1980,"control","DM",29,34,71.1067394489141,1980
5,1980,"control","DM",31,34,74.7538451814357,1980
5,1980,"control","DS",97,34,175.869717951792,1980
5,1980,"control","DM",43,34,95.5462415403459,1980
5,1980,"control","PF",6,34,21.8135175789677,1980
5,1980,"control","DS",99,34,178.582402926163,1980
5,1980,"control","DM",47,34,102.137602618615,1980
5,1980,"control","DS",102,34,182.625910941356,1980
5,1980,"control","DM",43,34,95.5462415403459,1980
5,1980,"control","DM",48,34,103.763161232581,1980
5,1980,"exclosure","PF",7,34,24.4870121320489,1980
5,1980,"exclosure","PF",7,34,24.4870121320489,1980
5,1980,"exclosure","PF",8,34,27.0663539374619,1980
5,1980,"removal","DM",45,34,98.8602380143538,1980
5,1980,"control","DM",34,34,80.1164051605652,1980
5,1980,"control","DO",51,34,108.590016337657,1980
5,1980,"control","DS",108,34,190.625099338474,1980
5,1980,"control","DS",142,34,234.060713554663,1980
5,1980,"control","DO",53,34,111.768434661472,1980
5,1980,"control","DS",84,34,157.878041743788,1980
5,1980,"control","DS",68,34,134.739195805067,1980
5,1980,"control","DS",154,34,248.744110642271,1980
5,1980,"control","DM",48,34,103.763161232581,1980
5,1980,"control","DS",72,34,140.640900585978,1980
5,1980,"control","DS",134,34,224.099488446291,1980
5,1980,"control","DS",154,34,248.744110642271,1980
5,1980,"control","DS",120,34,206.29951213152,1980
5,1980,"control","DS",78,34,149.342431655497,1980
5,1980,"control","DS",140,34,231.583862534442,1980
5,1980,"control","DS",78,34,149.342431655497,1980
5,1980,"control","DS",104,34,185.305056758305,1980
5,1980,"spectabs","DS",130,34,219.06337816878,1980
5,1980,"spectabs","PE",33,34,78.3425532205783,1980
5,1980,"spectabs","DM",49,34,105.380274719703,1980
5,1980,"spectabs","DM",41,34,92.1934694843704,1980
5,1980,"spectabs","DM",27,34,67.3961502032971,1980
5,1980,"spectabs","DM",30,34,72.9378919918372,1980
6,1980,"control","PP",7,35,24.4870121320489,1980
6,1980,"control","PP",17,35,47.6374995226924,1980
6,1980,"control","DS",131,35,220.325994010241,1980
6,1980,"control","DS",90,35,166.262439514798,1980
6,1980,"control","DM",42,35,93.8748452722046,1980
6,1980,"control","DM",53,35,111.768434661472,1980
6,1980,"control","DM",38,35,87.0863249865208,1980
6,1980,"control","DS",124,35,211.43580339025,1980
6,1980,"control","DS",96,35,174.508140631742,1980
6,1980,"control","DS",124,35,211.43580339025,1980
6,1980,"control","DS",106,35,187.971352090702,1980
6,1980,"control","DS",111,35,194.582823293626,1980
6,1980,"spectabs","DM",52,35,110.18304597148,1980
6,1980,"spectabs","DM",20,35,53.8126975522807,1980
6,1980,"control","DS",135,35,225.352610205948,1980
6,1980,"control","PF",7,35,24.4870121320489,1980
6,1980,"control","DO",51,35,108.590016337657,1980
6,1980,"control","DS",133,35,222.844026566197,1980
6,1980,"control","DS",101,35,181.281420966944,1980
6,1980,"control","DS",118,35,203.715358184933,1980
6,1980,"control","DS",80,35,152.205293412634,1980
6,1980,"control","DS",97,35,175.869717951792,1980
6,1980,"control","DS",109,35,191.94735847201,1980
6,1980,"control","DO",56,35,116.480516210362,1980
6,1980,"control","DO",26,35,65.5152311109777,1980
6,1980,"control","PF",7,35,24.4870121320489,1980
6,1980,"control","DS",54,35,113.346362215707,1980
6,1980,"control","DM",31,35,74.7538451814357,1980
6,1980,"control","DS",132,35,221.586202550956,1980
6,1980,"control","DM",39,35,88.7995411482622,1980
6,1980,"control","DM",29,35,71.1067394489141,1980
6,1980,"control","DM",40,35,90.5018089336904,1980
6,1980,"control","DM",43,35,95.5462415403459,1980
6,1980,"control","DS",111,35,194.582823293626,1980
6,1980,"control","DM",28,35,69.259729318276,1980
6,1980,"control","PF",7,35,24.4870121320489,1980
6,1980,"control","DM",40,35,90.5018089336904,1980
6,1980,"control","DM",48,35,103.763161232581,1980
6,1980,"control","DS",77,35,147.904133095407,1980
6,1980,"control","DM",25,35,63.616133959869,1980
6,1980,"control","DS",106,35,187.971352090702,1980
6,1980,"control","DM",42,35,93.8748452722046,1980
6,1980,"control","DM",41,35,92.1934694843704,1980
6,1980,"control","DM",46,35,100.503373641219,1980
6,1980,"control","DS",109,35,191.94735847201,1980
6,1980,"control","DO",58,35,119.586804605943,1980
6,1980,"control","DS",144,35,236.528858281606,1980
6,1980,"control","DO",49,35,105.380274719703,1980
6,1980,"control","DS",93,35,170.401917625588,1980
6,1980,"control","DS",82,35,155.05031599842,1980
6,1980,"control","DS",136,35,226.603413493298,1980
6,1980,"control","DM",37,35,85.3617990345562,1980
6,1980,"control","DO",44,35,97.2079476020466,1980
6,1980,"exclosure","PE",18,35,49.7240672582641,1980
6,1980,"control","DS",151,35,245.100940013089,1980
6,1980,"control","DM",48,35,103.763161232581,1980
6,1980,"control","DS",123,35,210.155664294767,1980
6,1980,"control","DS",105,35,186.639791531301,1980
6,1980,"exclosure","PP",11,35,34.3681994673169,1980
6,1980,"control","DS",103,35,183.967109573043,1980
6,1980,"control","DS",141,35,232.823385949575,1980
6,1980,"control","DS",102,35,182.625910941356,1980
6,1980,"spectabs","PE",22,35,57.8001914615828,1980
6,1980,"spectabs","DM",45,35,98.8602380143538,1980
7,1980,"control","PP",14,36,41.1820814442282,1980
7,1980,"control","DM",43,36,95.5462415403459,1980
7,1980,"control","DM",48,36,103.763161232581,1980
7,1980,"control","DS",136,36,226.603413493298,1980
7,1980,"control","DM",29,36,71.1067394489141,1980
7,1980,"control","DS",128,36,216.530831499695,1980
7,1980,"control","DS",114,36,198.513892371031,1980
7,1980,"control","DS",92,36,169.025853231611,1980
7,1980,"spectabs","DM",43,36,95.5462415403459,1980
7,1980,"spectabs","DM",43,36,95.5462415403459,1980
7,1980,"control","DS",135,36,225.352610205948,1980
7,1980,"control","DO",47,36,102.137602618615,1980
7,1980,"control","PF",7,36,24.4870121320489,1980
7,1980,"control","DS",113,36,197.206442630021,1980
7,1980,"control","DO",34,36,80.1164051605652,1980
7,1980,"control","DS",122,36,208.872920612232,1980
7,1980,"control","DS",71,36,139.17333295091,1980
7,1980,"control","DM",54,36,113.346362215707,1980
7,1980,"control","DS",134,36,224.099488446291,1980
7,1980,"control","DM",46,36,100.503373641219,1980
7,1980,"control","DM",32,36,76.5552096446982,1980
7,1980,"control","PF",7,36,24.4870121320489,1980
7,1980,"control","DM",42,36,93.8748452722046,1980
7,1980,"control","DS",95,36,173.143012844186,1980
7,1980,"control","DM",50,36,106.989157998308,1980
7,1980,"control","DM",45,36,98.8602380143538,1980
7,1980,"control","DM",19,36,51.7818386467049,1980
7,1980,"exclosure","PF",7,36,24.4870121320489,1980
7,1980,"exclosure","PF",8,36,27.0663539374619,1980
7,1980,"control","DM",45,36,98.8602380143538,1980
7,1980,"control","DO",24,36,61.6979448064802,1980
7,1980,"control","DS",104,36,185.305056758305,1980
7,1980,"control","DS",143,36,235.295864662335,1980
7,1980,"control","DO",49,36,105.380274719703,1980
7,1980,"control","DO",47,36,102.137602618615,1980
7,1980,"control","DS",90,36,166.262439514798,1980
7,1980,"control","DM",47,36,102.137602618615,1980
7,1980,"control","DS",93,36,170.401917625588,1980
7,1980,"control","DO",44,36,97.2079476020466,1980
7,1980,"control","DS",143,36,235.295864662335,1980
7,1980,"control","DS",108,36,190.625099338474,1980
7,1980,"spectabs","PE",24,36,61.6979448064802,1980
7,1980,"spectabs","PE",35,36,81.8772598057385,1980
7,1980,"spectabs","DM",41,36,92.1934694843704,1980
8,1980,"control","DS",131,37,220.325994010241,1980
8,1980,"control","DM",53,37,111.768434661472,1980
8,1980,"control","PP",18,37,49.7240672582641,1980
8,1980,"control","DS",143,37,235.295864662335,1980
8,1980,"control","DM",42,37,93.8748452722046,1980
8,1980,"exclosure","PF",10,37,31.9972214033309,1980
8,1980,"exclosure","PF",10,37,31.9972214033309,1980
8,1980,"control","DS",137,37,227.851919598639,1980
8,1980,"control","DM",42,37,93.8748452722046,1980
8,1980,"control","DS",136,37,226.603413493298,1980
8,1980,"control","DS",120,37,206.29951213152,1980
8,1980,"spectabs","DM",42,37,93.8748452722046,1980
8,1980,"control","DS",134,37,224.099488446291,1980
8,1980,"control","DO",39,37,88.7995411482622,1980
8,1980,"control","DS",121,37,207.587545628344,1980
8,1980,"control","DS",102,37,182.625910941356,1980
8,1980,"control","DM",29,37,71.1067394489141,1980
8,1980,"control","PP",13,37,38.9555894891111,1980
8,1980,"control","DM",55,37,114.91700096632,1980
8,1980,"control","DM",44,37,97.2079476020466,1980
8,1980,"control","DS",138,37,229.098149462921,1980
8,1980,"control","DM",35,37,81.8772598057385,1980
8,1980,"control","PF",6,37,21.8135175789677,1980
8,1980,"control","PF",10,37,31.9972214033309,1980
8,1980,"control","DM",50,37,106.989157998308,1980
8,1980,"control","DM",41,37,92.1934694843704,1980
8,1980,"control","DM",28,37,69.259729318276,1980
8,1980,"control","DS",111,37,194.582823293626,1980
8,1980,"control","DM",45,37,98.8602380143538,1980
8,1980,"exclosure","PF",9,37,29.5661072852007,1980
8,1980,"control","DM",46,37,100.503373641219,1980
8,1980,"control","DO",32,37,76.5552096446982,1980
8,1980,"control","DS",118,37,203.715358184933,1980
8,1980,"control","DO",51,37,108.590016337657,1980
8,1980,"control","DS",149,37,242.66210896082,1980
8,1980,"control","DS",140,37,231.583862534442,1980
8,1980,"control","DS",99,37,178.582402926163,1980
8,1980,"control","DO",46,37,100.503373641219,1980
8,1980,"exclosure","PF",8,37,27.0663539374619,1980
8,1980,"control","DS",134,37,224.099488446291,1980
8,1980,"control","DS",115,37,199.818477997998,1980
8,1980,"control","DS",113,37,197.206442630021,1980
8,1980,"spectabs","DM",43,37,95.5462415403459,1980
9,1980,"control","DM",47,38,102.137602618615,1980
9,1980,"control","DS",138,38,229.098149462921,1980
9,1980,"control","PP",14,38,41.1820814442282,1980
9,1980,"control","DS",144,38,236.528858281606,1980
9,1980,"control","DM",45,38,98.8602380143538,1980
9,1980,"exclosure","PF",10,38,31.9972214033309,1980
9,1980,"exclosure","PF",6,38,21.8135175789677,1980
9,1980,"control","PP",16,38,45.52,1980
9,1980,"control","DS",139,38,230.342123685968,1980
9,1980,"control","DM",39,38,88.7995411482622,1980
9,1980,"control","DS",130,38,219.06337816878,1980
9,1980,"control","DS",129,38,217.798331856724,1980
9,1980,"spectabs","DM",52,38,110.18304597148,1980
9,1980,"control","DM",41,38,92.1934694843704,1980
9,1980,"control","DM",44,38,97.2079476020466,1980
9,1980,"control","DS",134,38,224.099488446291,1980
9,1980,"control","PF",8,38,27.0663539374619,1980
9,1980,"control","DS",114,38,198.513892371031,1980
9,1980,"control","DS",124,38,211.43580339025,1980
9,1980,"control","DS",110,38,193.266588328572,1980
9,1980,"control","DS",131,38,220.325994010241,1980
9,1980,"control","PP",16,38,45.52,1980
9,1980,"control","DS",141,38,232.823385949575,1980
9,1980,"control","PP",13,38,38.9555894891111,1980
9,1980,"control","DM",55,38,114.91700096632,1980
9,1980,"control","DM",55,38,114.91700096632,1980
9,1980,"control","DS",108,38,190.625099338474,1980
9,1980,"control","PF",9,38,29.5661072852007,1980
9,1980,"control","DM",49,38,105.380274719703,1980
9,1980,"control","DS",109,38,191.94735847201,1980
9,1980,"control","DM",51,38,108.590016337657,1980
9,1980,"control","DM",47,38,102.137602618615,1980
9,1980,"exclosure","PF",8,38,27.0663539374619,1980
9,1980,"exclosure","PF",6,38,21.8135175789677,1980
9,1980,"exclosure","PF",8,38,27.0663539374619,1980
9,1980,"control","DM",35,38,81.8772598057385,1980
9,1980,"control","DM",51,38,108.590016337657,1980
9,1980,"control","DS",124,38,211.43580339025,1980
9,1980,"control","DS",145,38,237.759713124729,1980
9,1980,"control","DO",52,38,110.18304597148,1980
9,1980,"control","DS",118,38,203.715358184933,1980
9,1980,"control","DM",54,38,113.346362215707,1980
9,1980,"control","DS",115,38,199.818477997998,1980
9,1980,"control","DM",33,38,78.3425532205783,1980
9,1980,"exclosure","PF",8,38,27.0663539374619,1980
9,1980,"exclosure","PE",27,38,67.3961502032971,1980
9,1980,"control","PP",9,38,29.5661072852007,1980
9,1980,"control","DS",150,38,243.882540674793,1980
9,1980,"control","DM",34,38,80.1164051605652,1980
9,1980,"control","DS",111,38,194.582823293626,1980
9,1980,"control","DS",120,38,206.29951213152,1980
9,1980,"control","DS",122,38,208.872920612232,1980
9,1980,"control","PF",8,38,27.0663539374619,1980
10,1980,"control","DS",150,39,243.882540674793,1980
10,1980,"control","DS",137,39,227.851919598639,1980
10,1980,"control","DM",45,39,98.8602380143538,1980
10,1980,"exclosure","PF",7,39,24.4870121320489,1980
10,1980,"control","DS",126,39,213.988372268528,1980
